Date,Open,High,Low,Close,Adj Close,Volume
2020-04-06,102.239998,104.199997,99.592003,103.248001,103.248001,74509000
2020-04-07,109.000000,113.000000,106.468002,109.089996,109.089996,89599000
2020-04-08,110.839996,111.442001,106.666000,109.767998,109.767998,63280000
2020-04-09,112.417999,115.036003,111.421997,114.599998,114.599998,68250000
2020-04-13,118.031998,130.399994,116.106003,130.190002,130.190002,112377000
2020-04-14,139.794006,148.376007,138.485992,141.977997,141.977997,152882500
2020-04-15,148.399994,150.626007,142.000000,145.966003,145.966003,117885000
2020-04-16,143.388000,151.889999,141.343994,149.042007,149.042007,103289500
2020-04-17,154.455994,154.990005,149.531998,150.778000,150.778000,65641000
2020-04-20,146.539993,153.113998,142.442001,149.272003,149.272003,73733000
2020-04-21,146.024002,150.666000,134.757996,137.343994,137.343994,101045500
2020-04-22,140.796005,146.800003,137.742004,146.421997,146.421997,70827500
2020-04-23,145.520004,146.800003,140.626007,141.126007,141.126007,66183500
2020-04-24,142.162003,146.145996,139.636002,145.029999,145.029999,66060000
2020-04-27,147.522003,159.897995,147.000000,159.750000,159.750000,103407000
2020-04-28,159.128006,161.000000,151.337997,153.824005,153.824005,76110000
2020-04-29,158.033997,160.639999,156.632004,160.102005,160.102005,81080000
2020-04-30,171.037994,173.964005,152.699997,156.376007,156.376007,142359500
2020-05-01,151.000000,154.554001,136.608002,140.264008,140.264008,162659000
2020-05-04,140.199997,152.399994,139.600006,152.238007,152.238007,96185500
2020-05-05,157.957993,159.783997,152.436005,153.641998,153.641998,84958500
2020-05-06,155.300003,157.960007,152.222000,156.516006,156.516006,55616000
2020-05-07,155.442001,159.279999,154.470001,156.007996,156.007996,57638500
2020-05-08,158.753998,164.800003,157.401993,163.884003,163.884003,80432500
2020-05-11,158.102005,164.800003,157.000000,162.257996,162.257996,82598000
2020-05-12,165.399994,168.658005,161.600006,161.882004,161.882004,79534500
2020-05-13,164.166000,165.199997,152.660004,158.192001,158.192001,95327500
2020-05-14,156.000000,160.671997,152.800003,160.666000,160.666000,68411000
2020-05-15,158.070007,161.009995,157.309998,159.834000,159.834000,52592000
2020-05-18,165.556000,166.944000,160.776001,162.725998,162.725998,58329000
2020-05-19,163.033997,164.414001,161.216003,161.602005,161.602005,48182500
2020-05-20,164.100006,165.199997,162.360001,163.112000,163.112000,36546500
2020-05-21,163.199997,166.500000,159.199997,165.520004,165.520004,61273000
2020-05-22,164.434006,166.356003,162.399994,163.376007,163.376007,49937500
2020-05-26,166.899994,166.919998,163.141998,163.774002,163.774002,40448500
2020-05-27,164.171997,165.542007,157.000000,164.046005,164.046005,57747500
2020-05-28,162.701996,164.949997,160.337997,161.162003,161.162003,36278000
2020-05-29,161.750000,167.000000,160.841995,167.000000,167.000000,58822500
2020-06-01,171.600006,179.800003,170.820007,179.619995,179.619995,74697500
2020-06-02,178.940002,181.731995,174.199997,176.311996,176.311996,67828000
2020-06-03,177.623993,179.587997,176.020004,176.591995,176.591995,39747500
2020-06-04,177.975998,179.149994,171.688004,172.876007,172.876007,44438500
2020-06-05,175.567993,177.304001,173.240005,177.132004,177.132004,39059500
2020-06-08,183.800003,190.000000,181.832001,189.983994,189.983994,70873500
2020-06-09,188.001999,190.888000,184.785995,188.134003,188.134003,56941000
2020-06-10,198.376007,205.496002,196.500000,205.009995,205.009995,92817000
2020-06-11,198.039993,203.792007,194.399994,194.567993,194.567993,79582500
2020-06-12,196.000000,197.595993,182.520004,187.056000,187.056000,83817000
2020-06-15,183.557999,199.768005,181.699997,198.179993,198.179993,78486000
2020-06-16,202.369995,202.576004,192.477997,196.425995,196.425995,70255500
2020-06-17,197.542007,201.000000,196.514008,198.358002,198.358002,49454000
2020-06-18,200.600006,203.839996,198.893997,200.792007,200.792007,48759500
2020-06-19,202.556000,203.194000,198.268005,200.179993,200.179993,43398500
2020-06-22,199.990005,201.776001,198.003998,198.863998,198.863998,31812000
2020-06-23,199.776001,202.399994,198.802002,200.356003,200.356003,31826500
2020-06-24,198.822006,200.175995,190.628006,192.169998,192.169998,54798000
2020-06-25,190.854004,197.195999,187.429993,197.195999,197.195999,46272500
2020-06-26,198.955994,199.000000,190.973999,191.947998,191.947998,44274500
2020-06-29,193.802002,202.000000,189.703995,201.869995,201.869995,45132000
2020-06-30,201.300003,217.537994,200.746002,215.962006,215.962006,84592500
2020-07-01,216.600006,227.065994,216.100006,223.925995,223.925995,66634500
2020-07-02,244.296005,245.600006,237.119995,241.731995,241.731995,86250500
2020-07-06,255.337997,275.558014,253.207993,274.316010,274.316010,102849500
2020-07-07,281.002014,285.899994,267.342010,277.971985,277.971985,107448500
2020-07-08,281.000000,283.451996,262.268005,273.175995,273.175995,81556500
2020-07-09,279.398010,281.712006,270.256012,278.855988,278.855988,58588000
2020-07-10,279.200012,309.783997,275.201996,308.929993,308.929993,116688000
2020-07-13,331.799988,358.997986,294.221985,299.411987,299.411987,194927000
2020-07-14,311.200012,318.000000,286.200012,303.359985,303.359985,117090500
2020-07-15,308.600006,310.000000,291.399994,309.201996,309.201996,81839000
2020-07-16,295.432007,306.342010,293.200012,300.127991,300.127991,71504000
2020-07-17,302.690002,307.502014,298.000000,300.167999,300.167999,46650000
2020-07-20,303.802002,330.000000,297.600006,328.600006,328.600006,85607000
2020-07-21,327.985992,335.000000,311.600006,313.671997,313.671997,80536000
2020-07-22,319.799988,325.283997,312.399994,318.466003,318.466003,70805500
2020-07-23,335.790009,337.799988,296.153992,302.614014,302.614014,121642500
2020-07-24,283.201996,293.000000,273.308014,283.399994,283.399994,96983000
2020-07-27,287.000000,309.588013,282.600006,307.920013,307.920013,80243500
2020-07-28,300.799988,312.940002,294.884003,295.298004,295.298004,79043500
2020-07-29,300.200012,306.962006,297.399994,299.821991,299.821991,47134500
2020-07-30,297.600006,302.648010,294.200012,297.497986,297.497986,38105000
2020-07-31,303.000000,303.410004,284.196014,286.152008,286.152008,61041000
2020-08-03,289.839996,301.962006,288.876007,297.000000,297.000000,44046500
2020-08-04,299.002014,305.481995,292.399994,297.399994,297.399994,42075000
2020-08-05,298.597992,299.967987,293.661987,297.003998,297.003998,24739000
2020-08-06,298.165985,303.462006,295.451996,297.915985,297.915985,29961500
2020-08-07,299.907990,299.950012,283.002014,290.541992,290.541992,44482000
2020-08-10,289.600006,291.500000,277.167999,283.713989,283.713989,37611500
2020-08-11,279.200012,284.000000,273.000000,274.877991,274.877991,43129000
2020-08-12,294.000000,317.000000,287.000000,310.951996,310.951996,109147000
2020-08-13,322.200012,330.235992,313.451996,324.200012,324.200012,102126500
2020-08-14,332.997986,333.760010,325.328003,330.141998,330.141998,62888000
2020-08-17,335.399994,369.171997,334.566010,367.127991,367.127991,101211500
2020-08-18,379.798004,384.779999,369.022003,377.417999,377.417999,82372500
2020-08-19,373.000000,382.200012,368.242004,375.705994,375.705994,61026500
2020-08-20,372.135986,404.398010,371.411987,400.365997,400.365997,103059000
2020-08-21,408.951996,419.097992,405.010010,409.996002,409.996002,107448000
2020-08-24,425.256012,425.799988,385.503998,402.839996,402.839996,100318000
2020-08-25,394.977997,405.589996,393.600006,404.667999,404.667999,53294500
2020-08-26,412.000000,433.200012,410.726013,430.634003,430.634003,71197000
2020-08-27,436.092010,459.119995,428.500000,447.750000,447.750000,118465000
2020-08-28,459.023987,463.697998,437.303986,442.679993,442.679993,100406000
2020-08-31,444.609985,500.140015,440.109985,498.320007,498.320007,118374400
2020-09-01,502.140015,502.489990,470.510010,475.049988,475.049988,89841100
2020-09-02,478.989990,479.040009,405.119995,447.369995,447.369995,96176100
2020-09-03,407.230011,431.799988,402.000000,407.000000,407.000000,87596100
2020-09-04,402.809998,428.000000,372.019989,418.320007,418.320007,110321900
2020-09-08,356.000000,368.739990,329.880005,330.209991,330.209991,115465700
2020-09-09,356.600006,369.000000,341.510010,366.279999,366.279999,79465800
2020-09-10,386.209991,398.989990,360.559998,371.339996,371.339996,84930600
2020-09-11,381.940002,382.500000,360.500000,372.720001,372.720001,60717500
2020-09-14,380.950012,420.000000,373.299988,419.619995,419.619995,83020600
2020-09-15,436.559998,461.940002,430.700012,449.760010,449.760010,97298200
2020-09-16,439.869995,457.790009,435.309998,441.760010,441.760010,72279300
2020-09-17,415.600006,437.790009,408.000000,423.429993,423.429993,76779200
2020-09-18,447.940002,451.000000,428.799988,442.149994,442.149994,86406800
2020-09-21,453.130005,455.679993,407.070007,449.390015,449.390015,109476800
2020-09-22,429.600006,437.760010,417.600006,424.230011,424.230011,79580800
2020-09-23,405.160004,412.149994,375.880005,380.359985,380.359985,95074200
2020-09-24,363.799988,399.500000,351.299988,387.790009,387.790009,96561100
2020-09-25,393.470001,408.730011,391.299988,407.339996,407.339996,67208500
2020-09-28,424.619995,428.079987,415.549988,421.200012,421.200012,49719600
2020-09-29,416.000000,428.500000,411.600006,419.070007,419.070007,50219300
2020-09-30,421.320007,433.929993,420.470001,429.010010,429.010010,48145600
2020-10-01,440.760010,448.880005,434.420013,448.160004,448.160004,50741500
2020-10-02,421.390015,439.130005,415.000000,415.089996,415.089996,71430000
2020-10-05,423.350006,433.640015,419.329987,425.679993,425.679993,44722800
2020-10-06,423.790009,428.779999,406.049988,413.980011,413.980011,49146300
2020-10-07,419.869995,429.899994,413.850006,425.299988,425.299988,43127700
2020-10-08,438.440002,439.000000,425.299988,425.920013,425.920013,40421100
2020-10-09,430.130005,434.589996,426.459991,434.000000,434.000000,28925700
2020-10-12,442.000000,448.739990,438.579987,442.299988,442.299988,38791100
2020-10-13,443.350006,448.890015,436.600006,446.649994,446.649994,34463700
2020-10-14,449.779999,465.899994,447.350006,461.299988,461.299988,47879700
2020-10-15,450.309998,456.570007,442.500000,448.880005,448.880005,35672400
2020-10-16,454.440002,455.950012,438.850006,439.670013,439.670013,32775900
2020-10-19,446.239990,447.000000,428.869995,430.829987,430.829987,36287800
2020-10-20,431.750000,431.750000,419.049988,421.940002,421.940002,31656300
2020-10-21,422.700012,432.950012,421.250000,422.640015,422.640015,32370500
2020-10-22,441.920013,445.230011,424.510010,425.790009,425.790009,39993200
2020-10-23,421.839996,422.890015,407.380005,420.630005,420.630005,33717000
2020-10-26,411.630005,425.760010,410.000000,420.279999,420.279999,28239200
2020-10-27,423.760010,430.500000,420.100006,424.679993,424.679993,22686500
2020-10-28,416.480011,418.600006,406.000000,406.019989,406.019989,25451400
2020-10-29,409.959991,418.059998,406.459991,410.829987,410.829987,22655300
2020-10-30,406.899994,407.589996,379.109985,388.040009,388.040009,42511300
2020-11-02,394.000000,406.980011,392.299988,400.510010,400.510010,29021100
2020-11-03,409.730011,427.769989,406.690002,423.899994,423.899994,34351700
2020-11-04,430.619995,435.399994,417.100006,420.980011,420.980011,32143100
2020-11-05,428.299988,440.000000,424.000000,438.089996,438.089996,28414500
2020-11-06,436.100006,436.570007,424.279999,429.950012,429.950012,21706000
2020-11-09,439.500000,452.500000,421.000000,421.260010,421.260010,34833000
2020-11-10,420.089996,420.089996,396.029999,410.359985,410.359985,30284200
2020-11-11,416.450012,418.700012,410.579987,417.130005,417.130005,17357700
2020-11-12,415.049988,423.000000,409.519989,411.760010,411.760010,19855100
2020-11-13,410.850006,412.529999,401.660004,408.500000,408.500000,19771100
2020-11-16,408.929993,412.450012,404.089996,408.089996,408.089996,26838600
2020-11-17,460.170013,462.000000,433.010010,441.609985,441.609985,61188300
2020-11-18,448.350006,496.000000,443.500000,486.640015,486.640015,78044000
2020-11-19,492.000000,508.609985,487.570007,499.269989,499.269989,62475300
2020-11-20,497.989990,502.500000,489.059998,489.609985,489.609985,32911900
2020-11-23,503.500000,526.000000,501.790009,521.849976,521.849976,50260300
2020-11-24,540.400024,559.989990,526.200012,555.380005,555.380005,53648500
2020-11-25,550.059998,574.000000,545.369995,574.000000,574.000000,48930200
2020-11-27,581.159973,598.780029,578.450012,585.760010,585.760010,37561100
2020-11-30,602.210022,607.799988,554.510010,567.599976,567.599976,63003100
2020-12-01,597.590027,597.849976,572.049988,584.760010,584.760010,40103500
2020-12-02,556.440002,571.539978,541.210022,568.820007,568.820007,47775700
2020-12-03,590.020020,598.969971,582.429993,593.380005,593.380005,42552000
2020-12-04,591.010010,599.039978,585.500000,599.039978,599.039978,29401300
2020-12-07,604.919983,648.789978,603.049988,641.760010,641.760010,56309700
2020-12-08,625.510010,651.280029,618.500000,649.880005,649.880005,64265000
2020-12-09,653.690002,654.320007,588.000000,604.479980,604.479980,71291200
2020-12-10,574.369995,627.750000,566.340027,627.070007,627.070007,67083200
2020-12-11,615.010010,624.000000,596.799988,609.989990,609.989990,46475000
2020-12-14,619.000000,642.750000,610.200012,639.830017,639.830017,52040600
2020-12-15,643.280029,646.900024,623.799988,633.250000,633.250000,45071500
2020-12-16,628.229980,632.500000,605.000000,622.770020,622.770020,42095800
2020-12-17,628.190002,658.820007,619.500000,655.900024,655.900024,56270100
2020-12-18,668.900024,695.000000,628.539978,695.000000,695.000000,222126200
2020-12-21,666.239990,668.500000,646.070007,649.859985,649.859985,58045300
2020-12-22,648.000000,649.880005,614.229980,640.340027,640.340027,51716000
2020-12-23,632.200012,651.500000,622.570007,645.979980,645.979980,33173000
2020-12-24,642.989990,666.090027,641.000000,661.770020,661.770020,22865600
2020-12-28,674.510010,681.400024,660.799988,663.690002,663.690002,32278600
2020-12-29,661.000000,669.900024,655.000000,665.989990,665.989990,22910800
2020-12-30,672.000000,696.599976,668.359985,694.780029,694.780029,42846000
2020-12-31,699.989990,718.719971,691.119995,705.669983,705.669983,49649900
2021-01-04,719.460022,744.489990,717.190002,729.770020,729.770020,48638200
2021-01-05,723.659973,740.840027,719.200012,735.109985,735.109985,32245200
2021-01-06,758.489990,774.000000,749.099976,755.979980,755.979980,44700000
2021-01-07,777.630005,816.989990,775.200012,816.039978,816.039978,51498900
2021-01-08,856.000000,884.489990,838.390015,880.020020,880.020020,75055500
2021-01-11,849.400024,854.429993,803.619995,811.190002,811.190002,59301600
2021-01-12,831.000000,868.000000,827.340027,849.440002,849.440002,46270700
2021-01-13,852.760010,860.469971,832.000000,854.409973,854.409973,33312500
2021-01-14,843.390015,863.000000,838.750000,845.000000,845.000000,31266300
2021-01-15,852.000000,859.900024,819.099976,826.159973,826.159973,38777600
2021-01-19,837.799988,850.000000,833.000000,844.549988,844.549988,25367000
2021-01-20,858.739990,859.500000,837.280029,850.450012,850.450012,25665900
2021-01-21,855.000000,855.719971,841.419983,844.989990,844.989990,20521100
2021-01-22,834.309998,848.000000,828.619995,846.640015,846.640015,20066500
2021-01-25,855.000000,900.400024,838.820007,880.799988,880.799988,41173400
2021-01-26,891.380005,895.900024,871.599976,883.090027,883.090027,23131600
2021-01-27,870.349976,891.500000,858.659973,864.159973,864.159973,27334000
2021-01-28,820.000000,848.000000,801.000000,835.429993,835.429993,26378000
2021-01-29,830.000000,842.409973,780.099976,793.530029,793.530029,34990800
2021-02-01,814.289978,842.000000,795.559998,839.809998,839.809998,25391400
2021-02-02,844.679993,880.500000,842.200012,872.789978,872.789978,24346200
2021-02-03,877.020020,878.080017,853.059998,854.690002,854.690002,18343500
2021-02-04,855.000000,856.500000,833.419983,849.989990,849.989990,15812700
2021-02-05,845.000000,864.770020,838.969971,852.229980,852.229980,18566600
2021-02-08,869.669983,877.770020,854.750000,863.419983,863.419983,20161700
2021-02-09,855.119995,859.799988,841.750000,849.460022,849.460022,15157700
2021-02-10,843.640015,844.820007,800.020020,804.820007,804.820007,36216100
2021-02-11,812.440002,829.880005,801.729980,811.659973,811.659973,21622800
2021-02-12,801.260010,817.330017,785.330017,816.119995,816.119995,23768300
2021-02-16,818.000000,821.000000,792.440002,796.219971,796.219971,19802300
2021-02-17,779.090027,799.840027,762.010010,798.150024,798.150024,25996500
2021-02-18,780.900024,794.690002,776.270020,787.380005,787.380005,17957100
2021-02-19,795.000000,796.789978,777.369995,781.299988,781.299988,18958300
2021-02-22,762.640015,768.500000,710.200012,714.500000,714.500000,37269700
2021-02-23,662.130005,713.609985,619.000000,698.840027,698.840027,66606900
2021-02-24,711.849976,745.000000,694.169983,742.020020,742.020020,36767000
2021-02-25,726.150024,737.210022,670.580017,682.219971,682.219971,39023900
2021-02-26,700.000000,706.700012,659.510010,675.500000,675.500000,41089200
2021-03-01,690.109985,719.000000,685.049988,718.429993,718.429993,27136200
2021-03-02,718.280029,721.109985,685.000000,686.440002,686.440002,23732200
2021-03-03,687.989990,700.700012,651.710022,653.200012,653.200012,30208000
2021-03-04,655.799988,668.450012,600.000000,621.440002,621.440002,65919500
2021-03-05,626.059998,627.840027,539.489990,597.950012,597.950012,89396500
2021-03-08,600.549988,620.130005,558.789978,563.000000,563.000000,51787000
2021-03-09,608.179993,678.090027,595.210022,673.580017,673.580017,67523300
2021-03-10,700.299988,717.849976,655.059998,668.059998,668.059998,60605700
2021-03-11,699.400024,702.500000,677.179993,699.599976,699.599976,36253900
2021-03-12,670.000000,694.880005,666.140015,693.729980,693.729980,33583800
2021-03-15,694.090027,713.179993,684.039978,707.940002,707.940002,29335600
2021-03-16,703.349976,707.919983,671.000000,676.880005,676.880005,32195700
2021-03-17,656.869995,703.729980,651.010010,701.809998,701.809998,40372500
2021-03-18,684.289978,689.229980,652.000000,653.159973,653.159973,33224800
2021-03-19,646.599976,657.229980,624.619995,654.869995,654.869995,42894000
2021-03-22,684.590027,699.619995,668.750000,670.000000,670.000000,39512200
2021-03-23,675.770020,677.799988,657.510010,662.159973,662.159973,30491900
2021-03-24,667.909973,668.020020,630.109985,630.270020,630.270020,33795200
2021-03-25,613.000000,645.500000,609.500000,640.390015,640.390015,39224900
2021-03-26,641.869995,643.820007,599.890015,618.710022,618.710022,33852800
2021-03-29,615.640015,616.479980,596.020020,611.289978,611.289978,28637000
2021-03-30,601.750000,637.659973,591.010010,635.619995,635.619995,39432400
2021-03-31,646.619995,672.000000,641.109985,667.929993,667.929993,33337300
2021-04-01,688.369995,692.419983,659.419983,661.750000,661.750000,35298400
2021-04-05,707.710022,708.159973,684.700012,691.049988,691.049988,41842800
2021-04-06,690.299988,696.549988,681.369995,691.619995,691.619995,28271800
2021-04-07,687.000000,691.380005,667.840027,670.969971,670.969971,26309400
2021-04-08,677.380005,689.549988,671.650024,683.799988,683.799988,23924300
2021-04-09,677.770020,680.969971,669.429993,677.020020,677.020020,21437100
2021-04-12,685.700012,704.799988,682.090027,701.979980,701.979980,29135700
2021-04-13,712.700012,763.000000,710.659973,762.320007,762.320007,44652800
2021-04-14,770.700012,780.789978,728.030029,732.229980,732.229980,49017400
2021-04-15,743.099976,743.690002,721.309998,738.849976,738.849976,27848900
2021-04-16,728.650024,749.409973,724.599976,739.780029,739.780029,27979500
2021-04-19,719.599976,725.400024,691.799988,714.630005,714.630005,39686200
2021-04-20,717.419983,737.250000,710.690002,718.989990,718.989990,35609000
2021-04-21,704.770020,744.840027,698.000000,744.119995,744.119995,31215500
2021-04-22,741.500000,753.770020,718.039978,719.690002,719.690002,35590300
2021-04-23,719.799988,737.359985,715.460022,729.400024,729.400024,28370000
2021-04-26,741.000000,749.299988,732.609985,738.200012,738.200012,31038500
2021-04-27,717.960022,724.000000,703.349976,704.739990,704.739990,29437000
2021-04-28,696.409973,708.500000,693.599976,694.400024,694.400024,22271000
2021-04-29,699.510010,702.250000,668.500000,677.000000,677.000000,28845400
2021-04-30,667.590027,715.469971,666.140015,709.440002,709.440002,40758700
2021-05-03,703.799988,706.000000,680.500000,684.900024,684.900024,27043100
2021-05-04,678.940002,683.450012,657.700012,673.599976,673.599976,29739300
2021-05-05,681.059998,685.299988,667.340027,670.940002,670.940002,21901900
2021-05-06,680.760010,681.020020,650.000000,663.539978,663.539978,27784600
2021-05-07,665.799988,690.000000,660.219971,672.369995,672.369995,23469200
2021-05-10,664.900024,665.049988,627.609985,629.039978,629.039978,31392400
2021-05-11,599.239990,627.099976,595.599976,617.200012,617.200012,46503900
2021-05-12,602.489990,620.409973,586.770020,589.890015,589.890015,33823600
2021-05-13,601.539978,606.460022,559.650024,571.690002,571.690002,44184900
2021-05-14,583.409973,592.869995,570.460022,589.739990,589.739990,33370900
2021-05-17,575.549988,589.729980,561.200012,576.830017,576.830017,32390400
2021-05-18,568.000000,596.250000,563.380005,577.869995,577.869995,36830600
2021-05-19,552.549988,566.210022,546.979980,563.460022,563.460022,39578400
2021-05-20,575.000000,588.849976,571.070007,586.780029,586.780029,30821100
2021-05-21,596.109985,596.679993,580.000000,580.880005,580.880005,26030600
2021-05-24,581.599976,614.479980,573.650024,606.440002,606.440002,34558100
2021-05-25,607.309998,613.989990,595.710022,604.690002,604.690002,28005900
2021-05-26,607.559998,626.169983,601.500000,619.130005,619.130005,28639300
2021-05-27,620.239990,631.130005,616.210022,630.849976,630.849976,26370600
2021-05-28,628.500000,635.590027,622.380005,625.219971,625.219971,22737000
2021-06-01,627.799988,633.799988,620.549988,623.900024,623.900024,18084900
2021-06-02,620.130005,623.359985,599.140015,605.119995,605.119995,23302800
2021-06-03,601.799988,604.549988,571.219971,572.840027,572.840027,30111900
2021-06-04,579.710022,600.609985,577.200012,599.049988,599.049988,24036900
2021-06-07,591.830017,610.000000,582.880005,605.130005,605.130005,22543700
2021-06-08,623.010010,623.090027,595.500000,603.590027,603.590027,26053400
2021-06-09,602.169983,611.789978,597.630005,598.780029,598.780029,16584600
2021-06-10,603.880005,616.590027,600.500000,610.119995,610.119995,23919600
2021-06-11,610.229980,612.559998,601.520020,609.890015,609.890015,16205300
2021-06-14,612.229980,625.489990,609.179993,617.690002,617.690002,20424000
2021-06-15,616.690002,616.789978,598.229980,599.359985,599.359985,17764100
2021-06-16,597.539978,608.500000,593.500000,604.869995,604.869995,22144100
2021-06-17,601.890015,621.469971,601.340027,616.599976,616.599976,22701400
2021-06-18,613.369995,628.349976,611.799988,623.309998,623.309998,24560900
2021-06-21,624.479980,631.390015,608.880005,620.830017,620.830017,24812700
2021-06-22,618.250000,628.570007,615.500000,623.710022,623.710022,19158900
2021-06-23,632.000000,657.200012,630.039978,656.570007,656.570007,31099200
2021-06-24,674.989990,697.619995,667.609985,679.820007,679.820007,45982400
2021-06-25,689.580017,693.809998,668.700012,671.869995,671.869995,32496700
2021-06-28,671.640015,694.700012,670.320007,688.719971,688.719971,21628200
2021-06-29,684.650024,687.510010,675.890015,680.760010,680.760010,17381300
2021-06-30,679.770020,692.809998,678.140015,679.700012,679.700012,18924900
2021-07-01,683.919983,687.989990,672.799988,677.919983,677.919983,18634500
2021-07-02,678.979980,700.000000,673.260010,678.900024,678.900024,27054500
2021-07-06,681.710022,684.000000,651.400024,659.580017,659.580017,23284500
2021-07-07,664.270020,665.700012,638.320007,644.650024,644.650024,18792000
2021-07-08,628.369995,654.429993,620.460022,652.809998,652.809998,22773300
2021-07-09,653.179993,658.909973,644.690002,656.950012,656.950012,18140500
2021-07-12,662.200012,687.239990,662.159973,685.700012,685.700012,25927000
2021-07-13,686.320007,693.280029,666.299988,668.539978,668.539978,20966100
2021-07-14,670.750000,678.609985,652.840027,653.380005,653.380005,21641200
2021-07-15,658.390015,666.140015,637.880005,650.599976,650.599976,20209600
